Time (s),Signal (V)
2.792,2.179800118
2.794,2.375624871
2.796,2.318509318
2.798,2.636724542
2.8,2.5306528
2.802,2.359306142
2.804,2.041090918
2.806,2.008453459
2.808,2.179800118
2.81,2.228756306
2.812,2.302190589
2.814,2.440899789
2.816,2.432740424
2.818,2.726477553
2.82,2.620405812
2.822,2.424581059
2.824,2.1145252
2.826,2.155322024
2.828,2.310349953
2.83,2.261393765
2.832,2.326668683
2.834,2.416421694
2.836,2.3919436
2.838,2.68568073
2.84,2.498015342
2.842,2.432740424
2.844,2.049250283
2.846,2.122684565
2.848,2.228756306
2.85,2.228756306
2.852,2.26955313
2.854,2.375624871
2.856,2.440899789
2.858,2.587768353
2.86,2.294031224
2.862,2.212437577
2.864,1.8371068
2.866,1.943178542
2.868,2.13084393
2.87,2.049250283
2.872,2.057409647
2.874,2.26955313
2.876,2.351146777
2.878,2.514334071
2.88,2.261393765
2.882,2.187959483
2.884,1.755513153
2.886,1.975816
2.888,2.032931553
2.89,2.057409647
2.892,2.171640753
2.894,2.310349953
2.896,2.424581059
2.898,2.489855977
2.9,2.261393765
2.902,2.090047106
2.904,1.812628706
2.906,2.081887742
2.908,2.024772189
2.91,2.032931553
2.912,2.220596942
2.914,2.277712495
2.916,2.334828047
2.918,2.359306142
2.92,2.155322024
2.922,2.024772189
2.924,1.706556965
2.926,1.861584895
2.928,1.983975365
2.93,1.951337906
2.932,2.098206471
2.934,2.13084393
2.936,2.334828047
2.938,2.514334071
2.94,2.506174706
2.942,2.3919436
2.944,2.375624871
2.946,2.767274377
2.948,3.10180833
2.95,3.403704824
2.952,3.697441953
2.954,3.860629247
2.956,4.07277273
2.958,3.991179082
2.96,3.811673059
2.962,3.460820377
2.964,3.003895953
2.966,3.191561341
2.968,2.987577224
2.97,2.816230565
2.972,2.791752471
2.974,2.653043271
2.976,2.644883906
2.978,2.555130894
2.98,2.204278212
2.982,2.008453459
2.984,1.763672518
2.986,1.8371068
2.988,1.935019177
2.99,1.943178542
2.992,2.081887742
2.994,2.147162659
2.996,2.383784236
2.998,2.367465506
3,2.187959483
3.002,1.943178542
3.004,1.616803953
3.006,2.073728377
3.008,2.024772189
3.01,2.1145252
3.012,2.277712495
3.014,2.326668683
3.016,2.571449624
3.018,2.498015342
3.02,2.334828047
3.022,2.016612824
3.024,1.771831883
3.026,2.13084393
3.028,2.155322024
3.03,2.1145252
3.032,2.236915671
3.034,2.228756306
3.036,2.481696612
3.038,2.514334071
3.04,2.261393765
3.042,2.024772189
3.044,1.812628706
3.046,2.049250283
3.048,1.967656636
3.05,2.245075036
3.052,2.342987412
3.054,2.383784236
3.056,2.620405812
3.058,2.465377883
3.06,2.326668683
3.062,2.073728377
3.064,1.943178542
3.066,2.139003295
3.068,2.098206471
3.07,2.212437577
3.072,2.383784236
3.074,2.400102965
3.076,2.628565177
3.078,2.481696612
3.08,2.334828047
3.082,2.049250283
3.084,1.902381718
3.086,2.122684565
3.088,2.122684565
3.09,2.220596942
3.092,2.367465506
3.094,2.359306142
3.096,2.653043271
3.098,2.440899789
3.1,2.294031224
3.102,2.032931553
3.104,1.99213473
3.106,2.155322024
3.108,2.171640753
3.11,2.342987412
3.112,2.449059153
3.114,2.432740424
3.116,2.677521365
3.118,2.481696612
3.12,2.310349953
3.122,2.081887742
3.124,2.147162659
3.126,2.147162659
3.128,2.122684565
3.13,2.236915671
3.132,2.40826233
3.134,2.538812165
3.136,2.750955647
3.138,2.506174706
3.14,2.40826233
3.142,2.057409647
3.144,2.163481389
3.146,2.261393765
3.148,2.310349953
3.15,2.310349953
3.152,2.604087083
3.154,2.636724542
3.156,2.767274377
3.158,2.612246447
3.16,2.514334071
3.162,2.122684565
3.164,2.228756306
3.166,2.400102965
3.168,2.481696612
3.17,2.449059153
3.172,2.726477553
3.174,2.718318189
3.176,2.865186753
3.178,2.604087083
3.18,2.54697153
3.182,2.212437577
3.184,2.367465506
3.186,2.424581059
3.188,2.5306528
3.19,2.604087083
3.192,2.693840094
3.194,2.873346118
3.196,2.9467804
3.198,2.759115012
3.2,2.628565177
3.202,2.236915671
3.204,2.424581059
3.206,2.538812165
3.208,2.571449624
3.21,2.734636918
3.212,2.767274377
3.214,2.897824212
3.216,2.881505483
3.218,2.701999459
3.22,2.522493436
3.222,2.155322024
3.224,2.318509318
3.226,2.400102965
3.228,2.400102965
3.23,2.604087083
3.232,2.595927718
3.234,2.693840094
3.236,2.718318189
3.238,2.506174706
3.24,2.367465506
3.242,2.024772189
3.244,2.106365836
3.246,2.236915671
3.248,2.220596942
3.25,2.334828047
3.252,2.522493436
3.254,2.579608989
3.256,2.563290259
3.258,2.457218518
3.26,2.212437577
3.262,1.910541083
3.264,2.098206471
3.266,2.122684565
3.268,2.171640753
3.27,2.334828047
3.272,2.383784236
3.274,2.718318189
3.276,2.498015342
3.278,2.351146777
3.28,2.13084393
3.282,1.861584895
3.284,2.147162659
3.286,2.196118847
3.288,2.245075036
3.29,2.375624871
3.292,2.351146777
3.294,2.604087083
3.296,2.604087083
3.298,2.375624871
3.3,2.13084393
3.302,1.877903624
3.304,2.196118847
3.306,2.147162659
3.308,2.245075036
3.31,2.310349953
3.312,2.473537247
3.314,2.710158824
3.316,2.661202636
3.318,2.367465506
3.32,2.057409647
3.322,1.8371068
3.324,2.049250283
3.326,2.171640753
3.328,2.2532344
3.33,2.2532344
3.332,2.302190589
3.334,2.522493436
3.336,2.481696612
3.338,2.326668683
3.34,2.081887742
3.342,1.877903624
3.344,2.147162659
3.346,2.1145252
3.348,2.163481389
3.35,2.277712495
3.352,2.326668683
3.354,2.604087083
3.356,2.5306528
3.358,2.351146777
3.36,2.049250283
3.362,1.918700448
3.364,2.122684565
3.366,2.13084393
3.368,2.26955313
3.37,2.359306142
3.372,2.424581059
3.374,2.669362
3.376,2.481696612
3.378,2.342987412
3.38,2.016612824
3.382,1.902381718
3.384,2.106365836
3.386,2.122684565
3.388,2.163481389
3.39,2.326668683
3.392,2.302190589
3.394,2.595927718
3.396,2.555130894
3.398,2.326668683
3.4,2.016612824
3.402,2.008453459
3.404,2.163481389
3.406,2.171640753
3.408,2.277712495
3.41,2.277712495
3.412,2.416421694
3.414,2.653043271
3.416,2.424581059
3.418,2.285871859
3.42,1.894222353
3.422,2.000294095
3.424,2.147162659
3.426,2.220596942
3.428,2.139003295
3.43,2.294031224
3.432,2.383784236
3.434,2.669362
3.436,2.432740424
3.438,2.334828047
3.44,1.877903624
3.442,2.000294095
3.444,2.155322024
3.446,2.163481389
3.448,2.196118847
3.45,2.334828047
3.452,2.375624871
3.454,2.604087083
3.456,2.400102965
3.458,2.26955313
3.46,1.877903624
3.462,2.049250283
3.464,2.155322024
3.466,2.179800118
3.468,2.212437577
3.47,2.351146777
3.472,2.473537247
3.474,2.563290259
3.476,2.457218518
3.478,2.318509318
3.48,1.943178542
3.482,2.098206471
3.484,2.098206471
3.486,2.139003295
3.488,2.277712495
3.49,2.40826233
3.492,2.473537247
3.494,2.555130894
3.496,2.367465506
3.498,2.334828047
3.5,1.812628706
3.502,1.935019177
3.504,2.179800118
3.506,2.212437577
3.508,2.2532344
3.51,2.342987412
3.512,2.457218518
3.514,2.587768353
3.516,2.440899789
3.518,2.163481389
3.52,1.877903624
3.522,2.073728377
3.524,2.220596942
3.526,2.2532344
3.528,2.26955313
3.53,2.359306142
3.532,2.579608989
3.534,2.612246447
3.536,2.3919436
3.538,2.139003295
3.54,1.845266165
3.542,2.122684565
3.544,2.204278212
3.546,2.081887742
3.548,2.351146777
3.55,2.310349953
3.552,2.400102965
3.554,2.514334071
3.556,2.3919436
3.558,2.098206471
3.56,1.763672518
3.562,2.13084393
3.564,2.196118847
3.566,2.163481389
3.568,2.261393765
3.57,2.277712495
3.572,2.457218518
3.574,2.489855977
3.576,2.334828047
3.578,2.073728377
3.58,1.804469342
3.582,2.090047106
3.584,2.098206471
3.586,2.065569012
3.588,2.2532344
3.59,2.261393765
3.592,2.514334071
3.594,2.538812165
3.596,2.351146777
3.598,1.983975365
3.6,1.804469342
3.602,2.106365836
3.604,2.090047106
3.606,2.236915671
3.608,2.432740424
3.61,2.40826233
3.612,2.595927718
3.614,2.555130894
3.616,2.342987412
3.618,2.106365836
3.62,1.820788071
3.622,2.147162659
3.624,2.204278212
3.626,2.236915671
3.628,2.342987412
3.63,2.318509318
3.632,2.481696612
3.634,2.555130894
3.636,2.432740424
3.638,2.081887742
3.64,1.869744259
3.642,2.179800118
3.644,2.106365836
3.646,2.236915671
3.648,2.40826233
3.65,2.40826233
3.652,2.693840094
3.654,2.579608989
3.656,2.481696612
3.658,2.147162659
3.66,2.041090918
3.662,2.261393765
3.664,2.187959483
3.666,2.2532344
3.668,2.489855977
3.67,2.587768353
3.672,2.840708659
3.674,2.701999459
3.676,2.522493436
3.678,2.212437577
3.68,2.1145252
3.682,2.375624871
3.684,2.310349953
3.686,2.342987412
3.688,2.473537247
3.69,2.514334071
3.692,2.857027389
3.694,2.726477553
3.696,2.5306528
3.698,2.147162659
3.7,2.106365836
3.702,2.236915671
3.704,2.220596942
3.706,2.359306142
3.708,2.457218518
3.71,2.54697153
3.712,2.759115012
3.714,2.579608989
3.716,2.367465506
3.718,2.016612824
3.72,1.975816
3.722,2.106365836
3.724,2.171640753
3.726,2.204278212
3.728,2.334828047
3.73,2.367465506
3.732,2.677521365
3.734,2.416421694
3.736,2.294031224
3.738,1.820788071
3.74,1.99213473
3.742,2.090047106
3.744,2.155322024
3.746,2.13084393
3.748,2.261393765
3.75,2.334828047
3.752,2.481696612
3.754,2.310349953
3.756,2.261393765
3.758,1.877903624
3.76,1.926859812
3.762,2.008453459
3.764,2.016612824
3.766,2.139003295
3.768,2.318509318
3.77,2.2532344
3.772,2.514334071
3.774,2.220596942
3.776,2.122684565
3.778,1.633122683
3.78,1.869744259
3.782,1.975816
3.784,1.975816
3.786,1.918700448
3.788,2.1145252
3.79,2.351146777
3.792,2.522493436
3.794,2.465377883
3.796,2.473537247
3.798,2.375624871
3.8,2.791752471
3.802,3.158923883
3.804,3.354748636
3.806,3.65664513
3.808,3.885107341
3.81,4.211481929
3.812,4.260438118
3.814,3.999338447
3.816,3.689282588
3.818,3.248676894
3.82,3.297633083
3.822,3.256836259
3.824,3.0854896
3.826,3.061011506
3.828,2.783593106
3.83,2.734636918
3.832,2.636724542
3.834,2.40826233
3.836,2.212437577
3.838,1.861584895
3.84,2.008453459
3.842,2.041090918
3.844,2.000294095
3.846,2.179800118
3.848,2.236915671
3.85,2.416421694
3.852,2.424581059
3.854,2.228756306
3.856,2.000294095
3.858,1.788150612
3.86,2.032931553
3.862,2.13084393
3.864,2.196118847
3.866,2.220596942
3.868,2.416421694
3.87,2.604087083
3.872,2.465377883
3.874,2.277712495
3.876,2.032931553
3.878,1.886062989
3.88,2.13084393
3.882,2.204278212
3.884,2.2532344
3.886,2.294031224
3.888,2.351146777
3.89,2.563290259
3.892,2.563290259
3.894,2.277712495
3.896,2.1145252
3.898,1.8371068
3.9,2.106365836
3.902,2.196118847
3.904,2.196118847
3.906,2.261393765
3.908,2.351146777
3.91,2.604087083
3.912,2.506174706
3.914,2.302190589
3.916,2.106365836
3.918,1.85342553
3.92,2.236915671
3.922,2.236915671
3.924,2.294031224
3.926,2.351146777
3.928,2.465377883
3.93,2.68568073
3.932,2.579608989
3.934,2.383784236
3.936,2.147162659
3.938,1.902381718
3.94,2.187959483
3.942,2.139003295
3.944,2.204278212
3.946,2.359306142
3.948,2.498015342
3.95,2.701999459
3.952,2.538812165
3.954,2.400102965
3.956,2.106365836
3.958,1.959497271
3.96,2.236915671
3.962,2.285871859
3.964,2.359306142
3.966,2.424581059
3.968,2.457218518
3.97,2.669362
3.972,2.489855977
3.974,2.416421694
3.976,2.171640753
3.978,2.1145252
3.98,2.302190589
3.982,2.261393765
3.984,2.367465506
3.986,2.653043271
3.988,2.628565177
3.99,2.775433741
3.992,2.701999459
3.994,2.644883906
3.996,2.294031224
3.998,2.236915671
4,2.367465506
4.002,2.489855977
4.004,2.54697153
4.006,2.644883906
4.008,2.669362
4.01,2.96309913
4.012,2.840708659
4.014,2.767274377
4.016,2.294031224
4.018,2.416421694
4.02,2.555130894
4.022,2.506174706
4.024,2.742796283
4.026,2.865186753
4.028,2.832549294
4.03,3.028374047
4.032,2.857027389
4.034,2.799911836
4.036,2.489855977
4.038,2.473537247
4.04,2.644883906
4.042,2.579608989
4.044,2.636724542
4.046,2.799911836
4.048,2.889664847
4.05,3.077330236
4.052,2.832549294
4.054,2.759115012
4.056,2.383784236
4.058,2.563290259
4.06,2.644883906
4.062,2.612246447
4.064,2.644883906
4.066,2.734636918
4.068,2.865186753
4.07,2.971258494
4.072,2.82438993
4.074,2.68568073
4.076,2.236915671
4.078,2.383784236
4.08,2.465377883
4.082,2.432740424
4.084,2.54697153
4.086,2.644883906
4.088,2.677521365
4.09,2.938621036
4.092,2.653043271
4.094,2.449059153
4.096,2.13084393
4.098,2.285871859
4.1,2.383784236
4.102,2.3919436
4.104,2.424581059
4.106,2.514334071
4.108,2.628565177
4.11,2.68568073
4.112,2.522493436
4.114,2.245075036
4.116,2.000294095
4.118,2.147162659
4.12,2.212437577
4.122,2.318509318
4.124,2.449059153
4.126,2.498015342
4.128,2.612246447
4.13,2.701999459
4.132,2.440899789
4.134,2.171640753
4.136,1.99213473
4.138,2.196118847
4.14,2.171640753
4.142,2.196118847
4.144,2.383784236
4.146,2.481696612
4.148,2.68568073
4.15,2.68568073
4.152,2.424581059
4.154,2.155322024
4.156,1.951337906
4.158,2.245075036
4.16,2.277712495
4.162,2.310349953
4.164,2.489855977
4.166,2.571449624
4.168,2.677521365
4.17,2.612246447
4.172,2.424581059
4.174,2.171640753
4.176,1.99213473
4.178,2.228756306
4.18,2.326668683
4.182,2.432740424
4.184,2.465377883
4.186,2.514334071
4.188,2.783593106
4.19,2.661202636
4.192,2.514334071
4.194,2.212437577
4.196,2.008453459
4.198,2.236915671
4.2,2.277712495
4.202,2.351146777
4.204,2.489855977
4.206,2.571449624
4.208,2.710158824
4.21,2.636724542
4.212,2.440899789
4.214,2.2532344
4.216,2.098206471
4.218,2.326668683
4.22,2.310349953
4.222,2.40826233
4.224,2.481696612
4.226,2.522493436
4.228,2.767274377
4.23,2.68568073
4.232,2.506174706
4.234,2.187959483
4.236,2.000294095
4.238,2.261393765
4.24,2.212437577
4.242,2.310349953
4.244,2.440899789
4.246,2.465377883
4.248,2.734636918
4.25,2.653043271
4.252,2.498015342
4.254,2.220596942
4.256,2.155322024
4.258,2.342987412
4.26,2.294031224
4.262,2.400102965
4.264,2.432740424
4.266,2.612246447
4.268,2.775433741
4.27,2.661202636
4.272,2.5306528
4.274,2.228756306
4.276,2.122684565
4.278,2.334828047
4.28,2.359306142
4.282,2.465377883
4.284,2.571449624
4.286,2.54697153
4.288,2.832549294
4.29,2.734636918
4.292,2.5306528
4.294,2.220596942
4.296,2.245075036
4.298,2.310349953
4.3,2.351146777
4.302,2.489855977
4.304,2.595927718
4.306,2.54697153
4.308,2.865186753
4.31,2.710158824
4.312,2.563290259
4.314,2.122684565
4.316,2.245075036
4.318,2.285871859
4.32,2.375624871
4.322,2.3919436
4.324,2.571449624
4.326,2.628565177
4.328,2.832549294
4.33,2.734636918
4.332,2.514334071
4.334,2.212437577
4.336,2.310349953
4.338,2.3919436
4.34,2.424581059
4.342,2.481696612
4.344,2.595927718
4.346,2.710158824
4.348,2.865186753
4.35,2.661202636
4.352,2.5306528
4.354,2.139003295
4.356,2.26955313
4.358,2.302190589
4.36,2.400102965
4.362,2.465377883
4.364,2.587768353
4.366,2.693840094
4.368,2.799911836
4.37,2.612246447
4.372,2.514334071
4.374,2.147162659
4.376,2.2532344
4.378,2.359306142
4.38,2.342987412
4.382,2.538812165
4.384,2.579608989
4.386,2.791752471
4.388,2.8080712
4.39,2.604087083
4.392,2.40826233
4.394,2.041090918
4.396,2.277712495
4.398,2.318509318
4.4,2.367465506
4.402,2.571449624
4.404,2.653043271
4.406,2.767274377
4.408,2.791752471
4.41,2.734636918
4.412,2.449059153
4.414,2.147162659
4.416,2.359306142
4.418,2.416421694
4.42,2.449059153
4.422,2.604087083
4.424,2.620405812
4.426,2.783593106
4.428,2.832549294
4.43,2.653043271
4.432,2.400102965
4.434,2.204278212
4.436,2.400102965
4.438,2.440899789
4.44,2.481696612
4.442,2.653043271
4.444,2.734636918
4.446,2.873346118
4.448,2.914142941
4.45,2.693840094
4.452,2.54697153
4.454,2.236915671
4.456,2.457218518
4.458,2.506174706
4.46,2.595927718
4.462,2.775433741
4.464,2.82438993
4.466,3.061011506
4.468,2.9467804
4.47,2.742796283
4.472,2.644883906
4.474,2.334828047
4.476,2.587768353
4.478,2.636724542
4.48,2.68568073
4.482,2.82438993
4.484,2.840708659
4.486,3.052852141
4.488,3.003895953
4.49,2.816230565
4.492,2.54697153
4.494,2.220596942
4.496,2.54697153
4.498,2.595927718
4.5,2.734636918
4.502,2.775433741
4.504,2.644883906
4.506,2.914142941
4.508,2.873346118
4.51,2.661202636
4.512,2.449059153
4.514,2.187959483
4.516,2.514334071
4.518,2.5306528
4.52,2.5306528
4.522,2.669362
4.524,2.669362
4.526,2.905983577
4.528,2.82438993
4.53,2.612246447
4.532,2.302190589
4.534,2.139003295
4.536,2.432740424
4.538,2.359306142
4.54,2.498015342
4.542,2.587768353
4.544,2.653043271
4.546,2.881505483
4.548,2.783593106
4.55,2.563290259
4.552,2.277712495
4.554,2.163481389
4.556,2.375624871
4.558,2.326668683
4.56,2.432740424
4.562,2.661202636
4.564,2.653043271
4.566,2.881505483
4.568,2.710158824
4.57,2.498015342
4.572,2.220596942
4.574,2.147162659
4.576,2.163481389
4.578,2.179800118
4.58,2.245075036
4.582,2.367465506
4.584,2.538812165
4.586,2.783593106
4.588,2.669362
4.59,2.734636918
4.592,2.571449624
4.594,2.857027389
4.596,3.2241988
4.598,3.468979741
4.6,2.2532344
4.602,2.302190589
4.604,2.302190589
4.606,2.285871859
4.608,2.342987412
4.61,2.465377883
4.612,2.538812165
4.614,2.726477553
4.616,2.514334071
4.618,2.40826233
4.62,2.098206471
4.622,2.277712495
4.624,2.318509318
4.626,2.367465506
4.628,2.440899789
4.63,2.604087083
4.632,2.68568073
4.634,2.8080712
4.636,2.612246447
4.638,2.440899789
4.64,2.163481389
4.642,2.3919436
4.644,2.3919436
4.646,2.40826233
4.648,2.522493436
4.65,2.612246447
4.652,2.783593106
4.654,2.873346118
4.656,2.628565177
4.658,2.538812165
4.66,2.228756306
4.662,2.302190589
4.664,2.440899789
4.666,2.522493436
4.668,2.522493436
4.67,2.644883906
4.672,2.848868024
4.674,2.857027389
4.676,2.595927718
4.678,2.424581059
4.68,2.065569012
4.682,2.367465506
4.684,2.440899789
4.686,2.489855977
4.688,2.604087083
4.69,2.693840094
4.692,2.938621036
4.694,2.922302306
4.696,2.750955647
4.698,2.383784236
4.7,2.1145252
4.702,2.342987412
4.704,2.465377883
4.706,2.440899789
4.708,2.653043271
4.71,2.693840094
4.712,2.922302306
4.714,2.865186753
4.716,2.759115012
4.718,2.498015342
4.72,2.236915671
4.722,2.473537247
4.724,2.473537247
4.726,2.579608989
4.728,2.669362
4.73,2.783593106
4.732,2.914142941
4.734,2.938621036
4.736,2.759115012
4.738,2.571449624
4.74,2.26955313
4.742,2.5306528
4.744,2.595927718
4.746,2.595927718
4.748,2.742796283
4.75,2.759115012
4.752,2.979417859
4.754,2.938621036
4.756,2.82438993
4.758,2.538812165
4.76,2.342987412
4.762,2.571449624
4.764,2.710158824
4.766,2.767274377
4.768,2.857027389
4.77,2.897824212
4.772,3.150764518
4.774,3.036533412
4.776,2.840708659
4.778,2.579608989
4.78,2.40826233
4.782,2.742796283
4.784,2.775433741
4.786,2.865186753
4.788,3.020214683
4.79,2.9467804
4.792,3.256836259
4.794,3.216039436
4.796,3.036533412
4.798,2.734636918
4.8,2.563290259
4.802,2.8080712
4.804,2.848868024
4.806,2.905983577
4.808,2.96309913
4.81,3.0854896
4.812,3.37922673
4.814,3.2241988
4.816,3.003895953
4.818,2.799911836
4.82,2.742796283
4.822,2.889664847
4.824,2.897824212
4.826,2.987577224
4.828,3.109967694
4.83,3.134445788
4.832,3.362908
4.834,3.2241988
4.836,3.069170871
4.838,2.693840094
4.84,2.701999459
4.842,2.783593106
4.844,2.750955647
4.846,2.865186753
4.848,2.914142941
4.85,2.897824212
4.852,3.175242612
4.854,2.979417859
4.856,2.873346118
4.858,2.457218518
4.86,2.449059153
4.862,2.620405812
4.864,2.579608989
4.866,2.669362
4.868,2.791752471
4.87,2.783593106
4.872,2.930461671
4.874,2.791752471
4.876,2.661202636
4.878,2.310349953
4.88,2.367465506
4.882,2.514334071
4.884,2.522493436
4.886,2.644883906
4.888,2.734636918
4.89,2.767274377
4.892,2.938621036
4.894,2.644883906
4.896,2.563290259
4.898,2.310349953
4.9,2.302190589
4.902,2.40826233
4.904,2.424581059
4.906,2.449059153
4.908,2.653043271
4.91,2.693840094
4.912,2.889664847
4.914,2.718318189
4.916,2.587768353
4.918,2.26955313
4.92,2.40826233
4.922,2.514334071
4.924,2.481696612
4.926,2.473537247
4.928,2.68568073
4.93,2.767274377
4.932,2.873346118
4.934,2.718318189
4.936,2.563290259
4.938,2.220596942
4.94,2.400102965
4.942,2.506174706
4.944,2.465377883
4.946,2.636724542
4.948,2.710158824
4.95,2.857027389
4.952,2.987577224
4.954,2.636724542
4.956,2.440899789
4.958,2.139003295
4.96,2.351146777
4.962,2.473537247
4.964,2.424581059
4.966,2.54697153
4.968,2.587768353
4.97,2.791752471
4.972,2.840708659
4.974,2.775433741
4.976,2.489855977
4.978,2.139003295
4.98,2.367465506
4.982,2.40826233
4.984,2.432740424
4.986,2.571449624
4.988,2.669362
4.99,2.905983577
4.992,2.759115012
4.994,2.636724542
4.996,2.400102965
4.998,2.1145252
5,2.318509318
5.002,2.334828047
5.004,2.465377883
5.006,2.571449624
5.008,2.653043271
5.01,2.8080712
5.012,2.775433741
5.014,2.5306528
5.016,2.310349953
5.018,2.081887742
5.02,2.318509318
5.022,2.40826233
5.024,2.440899789
5.026,2.555130894
5.028,2.628565177
5.03,2.8080712
5.032,2.8080712
5.034,2.595927718
5.036,2.318509318
5.038,2.122684565
5.04,2.342987412
5.042,2.318509318
5.044,2.489855977
5.046,2.677521365
5.048,2.612246447
5.05,2.889664847
5.052,2.759115012
5.054,2.68568073
5.056,2.375624871
5.058,2.073728377
5.06,2.424581059
5.062,2.416421694
5.064,2.359306142
5.066,2.5306528
5.068,2.571449624
5.07,2.840708659
5.072,2.726477553
5.074,2.571449624
5.076,2.310349953
5.078,2.090047106
5.08,2.294031224
5.082,2.302190589
5.084,2.416421694
5.086,2.604087083
5.088,2.595927718
5.09,2.767274377
5.092,2.759115012
5.094,2.489855977
5.096,2.204278212
5.098,2.032931553
5.1,2.342987412
5.102,2.359306142
5.104,2.400102965
5.106,2.612246447
5.108,2.555130894
5.11,2.82438993
5.112,2.750955647
5.114,2.579608989
5.116,2.318509318
5.118,2.1145252
5.12,2.285871859
5.122,2.236915671
5.124,2.440899789
5.126,2.587768353
5.128,2.440899789
5.13,2.742796283
5.132,2.68568073
5.134,2.538812165
5.136,2.179800118
5.138,2.155322024
5.14,2.26955313
5.142,2.261393765
5.144,2.375624871
5.146,2.506174706
5.148,2.498015342
5.15,2.710158824
5.152,2.604087083
5.154,2.465377883
5.156,2.13084393
5.158,2.204278212
5.16,2.2532344
5.162,2.302190589
5.164,2.481696612
5.166,2.54697153
5.168,2.465377883
5.17,2.68568073
5.172,2.612246447
5.174,2.440899789
5.176,2.1145252
5.178,2.122684565
5.18,2.294031224
5.182,2.294031224
5.184,2.26955313
5.186,2.424581059
5.188,2.522493436
5.19,2.661202636
5.192,2.449059153
5.194,2.522493436
5.196,2.073728377
5.198,2.1145252
5.2,2.179800118
5.202,2.171640753
5.204,2.351146777
5.206,2.432740424
5.208,2.54697153
5.21,2.677521365
5.212,2.473537247
5.214,2.351146777
5.216,1.926859812
5.218,2.147162659
5.22,2.204278212
5.222,2.220596942
5.224,2.359306142
5.226,2.473537247
5.228,2.538812165
5.23,2.644883906
5.232,2.440899789
5.234,2.351146777
5.236,2.008453459
5.238,2.106365836
5.24,2.032931553
5.242,2.163481389
5.244,2.359306142
5.246,2.432740424
5.248,2.628565177
5.25,2.595927718
5.252,2.538812165
5.254,2.294031224
5.256,1.951337906
5.258,2.1145252
5.26,2.179800118
5.262,2.204278212
5.264,2.40826233
5.266,2.449059153
5.268,2.579608989
5.27,2.669362
5.272,2.498015342
5.274,2.245075036
5.276,1.975816
5.278,2.2532344
5.28,2.334828047
5.282,2.302190589
5.284,2.465377883
5.286,2.538812165
5.288,2.767274377
5.29,2.701999459
5.292,2.661202636
5.294,2.318509318
5.296,2.057409647
5.298,2.318509318
5.3,2.375624871
5.302,2.342987412
5.304,2.440899789
5.306,2.571449624
5.308,2.8080712
5.31,2.726477553
5.312,2.555130894
5.314,2.351146777
5.316,2.081887742
5.318,2.228756306
5.32,2.351146777
5.322,2.3919436
5.324,2.571449624
5.326,2.54697153
5.328,2.759115012
5.33,2.677521365
5.332,2.5306528
5.334,2.26955313
5.336,1.845266165
5.338,2.212437577
5.34,2.196118847
5.342,2.204278212
5.344,2.359306142
5.346,2.3919436
5.348,2.620405812
5.35,2.506174706
5.352,2.367465506
5.354,2.13084393
5.356,1.861584895
5.358,2.081887742
5.36,2.090047106
5.362,2.179800118
5.364,2.285871859
5.366,2.277712495
5.368,2.579608989
5.37,2.506174706
5.372,2.367465506
5.374,2.000294095
5.376,1.85342553
5.378,2.098206471
5.38,2.057409647
5.382,2.171640753
5.384,2.310349953
5.386,2.245075036
5.388,2.587768353
5.39,2.473537247
5.392,2.277712495
5.394,1.902381718
5.396,1.747353789
5.398,1.943178542
5.4,1.845266165
5.402,1.935019177
5.404,2.049250283
5.406,2.13084393
5.408,2.424581059
5.41,2.424581059
5.412,2.294031224
5.414,2.171640753
5.416,2.261393765
5.418,2.653043271
5.42,2.987577224
5.422,3.371067365
5.424,3.713760683
5.426,3.9177448
5.428,4.325713035
5.43,4.227800659
5.432,3.999338447
5.434,3.689282588
5.436,3.5016172
5.438,3.452661012
5.44,3.256836259
5.442,3.109967694
5.444,3.036533412
5.446,2.783593106
5.448,2.840708659
5.45,2.514334071
5.452,2.285871859
5.454,1.959497271
5.456,1.959497271
5.458,2.016612824
5.46,1.910541083
5.462,2.032931553
5.464,2.13084393
5.466,2.163481389
5.468,2.375624871
5.47,2.204278212
5.472,2.098206471
5.474,1.771831883
5.476,1.8371068
5.478,2.024772189
5.48,2.090047106
5.482,2.171640753
5.484,2.236915671
5.486,2.187959483
5.488,2.473537247
5.49,2.416421694
5.492,2.26955313
5.494,1.820788071
5.496,1.983975365
5.498,2.024772189
5.5,2.081887742
5.502,2.155322024
5.504,2.318509318
5.506,2.383784236
5.508,2.522493436
5.51,2.2532344
5.512,2.236915671
5.514,1.828947436
5.516,2.016612824
5.518,2.024772189
5.52,2.1145252
5.522,2.147162659
5.524,2.245075036
5.526,2.3919436
5.528,2.481696612
5.53,2.318509318
5.532,2.26955313
5.534,1.886062989
5.536,2.008453459
5.538,2.122684565
5.54,2.1145252
5.542,2.220596942
5.544,2.416421694
5.546,2.498015342
5.548,2.449059153
5.55,2.187959483
5.552,2.1145252
5.554,1.886062989
5.556,2.073728377
5.558,2.1145252
5.56,2.212437577
5.562,2.375624871
5.564,2.400102965
5.566,2.563290259
5.568,2.54697153
5.57,2.310349953
5.572,2.1145252
5.574,1.910541083
5.576,2.106365836
5.578,2.204278212
5.58,2.179800118
5.582,2.400102965
5.584,2.432740424
5.586,2.669362
5.588,2.579608989
5.59,2.359306142
5.592,2.1145252
